filename;entropy;;huffman;;;lz77 (5, 4);;;lz77 (10, 8);;;lz77(20, 10);;;;
;;compression;packing time;unpacking time;compression;packing time;unpacking time;compression;packing time;unpacking time;compression;packing time;unpacking time;
